CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointsEarned,LastTransactionDate,AccountType,Branch
15618554,Bauer,658.0,germany,FEMALE,,7,39341.91,3,1.0,0.0,32925.51,0,0.0,5.0,diamond,485,25-Jun-2019,Savings,Delhi North
15609121, Hoffmann  ,653.0,Spain,F,32.0,10,105489.42,1,0.0,1.0,111989.82,0,0.0,3.0,diamond,906,19-Jan-2022,Current ,Lucknow Branch
15613121,Weber,711.0,germany,M,43.0,10,0.0,4,1.0,0.0,112869.92,0,0.0,4.0,PLATINUM,881,01/22/2023,Current ,Chennai South
15619523,Fischer,593.0, France,F,38.0,4,31025.7,1,1.0,0.0,199228.47,0,0.0,3.0,SILVER,99,19/01/2022,Current,Bangalore East
15604502,Schmidt,712.0,Germany,F,47.0,6,105951.36,4,1.0,0.0,43109.05,0,0.0,3.0,Diamond,272,18-11-2018,Current,Bangalore East
15637139,Muller,635.0, Germany,female,27.0,5,55939.3,2,1.0,0.0,17964.99,0,1.0,3.0,Gold,120,14-01-2019,Savings,Lucknow Branch
15620700,Moore,892.0,France ,Female,31.0,2,8238.18,2,1.0,1.0,170126.4,0,0.0,2.0,Silver,409,09/05/2018,savings,Kolkata Main
15635493, Meyer  ,610.0,France,M,42.0,3,139931.49,2,0.0,0.0,172197.61,1,1.0,3.0,Diamond,954,13-06-2019,savings,Mumbai Central
15639992,Smith,713.0, France,F,188.0,1,200066.6,3,1.0,0.0,24690.8,0,0.0,3.0,Gold,57,22-07-2022,CURRENT,Jaipur City
15634987,Gupta,756.0,France,FEMALE,22.0,6,73173.79,1,1.0,1.0,159545.08,0,0.0,5.0,Platinum,858,02/06/2023,Current ,Mumbai Central
15633399,Gupta,573.0, France,female,34.0,4,87879.88,2,1.0,0.0,1409.91,1,0.0,4.0,Diamond,861,2022-11-18,Savings,Lucknow Branch
15632201,Nair,516.0,FRANCE,F,38.0,4,0.0,3,1.0,1.0,39862.29,0,0.0,3.0,GOLD,829,2023-07-22,Current ,Hyderabad Hitech
15619738,Hoffmann,601.0,spain,female,21.0,10,33137.37,3,1.0,0.0,30682.54,0,1.0,1.0,PLATINUM,988,01-Apr-2020,savings,Jaipur City
15622622,Wilson,632.0,spain,M,28.0,5,72176.58,1,1.0,1.0,132106.81,0,0.0,1.0,silver,306,26-08-2024,savings,Lucknow Branch
15606698,Meyer,686.0,France,female,42.0,8,99661.93,3,1.0,0.0,114094.41,1,1.0,3.0,PLATINUM,574,06-01-2022,CURRENT,Chennai South
15628061,Smith,575.0,SPAIN,F,42.0,8,0.0,1,1.0,0.0,147583.12,0,0.0,1.0,platinum,129,08-09-2021,Current,Delhi North
15632147,Singh,563.0,spain,Male,43.0,10,148475.27,4,1.0,0.0,182248.26,0,1.0,1.0,gold,984,2024-01-01,Current ,Bangalore East
15645920,Nair,,france,female,,6,19352.86,3,0.0,1.0,59149.89,0,1.0,5.0,GOLD,365,11-02-2019,savings,Jaipur City
15617663,Iyer,689.0,Spain ,male,34.0,7,22275.74,4,1.0,0.0,42321.35,0,0.0,4.0,silver,89,13-07-2022,Current,Kolkata Main
15618299,Brown,790.0,France,FEMALE,37.0,1,88603.26,3,1.0,1.0,49575.19,0,0.0,3.0,Silver,1,16-07-2020,Current,Pune West
15632581,Johnson,663.0,france,MALE,,7,-168513.09,1,1.0,1.0,50243.54,0,0.0,5.0,DIAMOND,884,11/09/2021,Current ,Jaipur City
15607446,Davis,687.0,GERMANY,Female,48.0,9,0.0,2,0.0,,60577.57,0,0.0,5.0,PLATINUM,77,13-Jan-2023,Current,Kolkata Main
15633076,Moore,683.0,Spain ,MALE,42.0,1,138661.61,4,1.0,0.0,19367.72,0,0.0,3.0,Platinum,45,2019-01-27,Savings,Bangalore East
15640136,Jones,521.0,,Female,,7,0.0,3,1.0,0.0,116319.61,0,1.0,3.0,GOLD,72,13/09/2019,CURRENT,Pune West
15639474, Weber  ,591.0, Germany,FEMALE,,10,84704.08,4,1.0,,99794.36,0,0.0,3.0,platinum,674,2022-06-19,Current ,Kolkata Main
15631456,GUPTA,728.0,SPAIN,male,33.0,8,39294.04,4,0.0,0.0,113232.83,1,0.0,1.0,,439,2021-08-08,savings,Mumbai Central
15639081,Wilson,861.0,Spain ,FEMALE,41.0,4,10683.15,3,1.0,0.0,42560.69,0,0.0,,diamond,61,08-Jul-2021,CURRENT,Pune West
15632874,Miller,631.0,GERMANY,M,32.0,5,130590.84,4,1.0,1.0,6334.14,0,0.0,4.0,Silver,775,02-Aug-2018,Savings,Mumbai Central
15614894,Bauer,, France,Male,27.0,7,0.0,4,0.0,0.0,14356.0,1,0.0,3.0,DIAMOND,269,17-09-2020,Current ,Pune West
15648235,Becker,732.0,SPAIN,M,51.0,10,101666.79,3,1.0,1.0,108082.81,0,0.0,4.0,Platinum,893,2023-05-25,CURRENT,Delhi North
15641267,Reddy,806.0,GERMANY,female,33.0,5,72027.12,3,0.0,0.0,156522.26,0,0.0,4.0,Gold,880,14/08/2022,Current ,Hyderabad Hitech
15630583,Smith,716.0,France,FEMALE,42.0,1,45099.01,4,,0.0,189965.62,0,0.0,5.0,PLATINUM,104,19/10/2019,,Lucknow Branch
15629826,Bauer,643.0,FRANCE,Female,18.0,7,7429.09,4,1.0,0.0,91671.18,0,0.0,5.0,gold,707,11/09/2023,Current,Bangalore East
15625468,Brown,821.0,FRANCE,Female,37.0,5,133092.98,3,0.0,1.0,97598.95,0,0.0,4.0,silver,589,06/20/2023,CURRENT,Pune West
15623890,Smith,528.0,SPAIN,Male,140.0,9,157476.82,1,1.0,,59863.47,0,0.0,3.0,Platinum,794,03/25/2020,Current ,Kolkata Main
15613510,Patel,596.0,SPAIN,Male,44.0,1,54012.41,4,1.0,1.0,39634.1,0,1.0,3.0,diamond,576,2024-09-04,Savings,Delhi North
15628113,Patel,685.0, Spain,M,26.0,7,115744.81,2,1.0,1.0,45624.58,0,0.0,3.0,SILVER,109,2021-03-16,savings,Chennai South
15610072,Kumar,572.0,Spain,MALE,55.0,1,26581.89,1,1.0,1.0,127171.46,0,0.0,4.0,silver,985,25/08/2024,savings,Pune West
15644983,SINGH,559.0, France,M,34.0,7,0.0,3,1.0,1.0,70706.21,0,1.0,4.0,GOLD,149,24-Nov-2023,Current ,Chennai South
15622979,Fischer,714.0,GERMANY,FEMALE,45.0,0,61803.69,1,0.0,1.0,49013.04,0,0.0,4.0,Diamond,387,2022-05-08,CURRENT,Kolkata Main
15613010,Das,606.0,FRANCE,Male,35.0,2,3534.36,1,1.0,1.0,90627.26,0,1.0,5.0,Gold,596,2019-05-19,Savings,Chennai South
15647856,Muller,720.0,Germany,female,39.0,7,725.86,2,1.0,1.0,199727.9,0,0.0,3.0,Diamond,239,02/08/2023,Current ,Chennai South
15621750,Becker,706.0, Germany,male,49.0,1,0.0,3,0.0,1.0,78830.83,0,,5.0,diamond,558,04/13/2019,CURRENT,Pune West
15640587,Wilson,624.0,Germany ,male,52.0,7,86044.56,2,1.0,0.0,85249.51,0,0.0,1.0,platinum,177,03/22/2024,savings,Kolkata Main
15609937,Williams,734.0,Spain,Male,37.0,3,,3,1.0,1.0,186931.25,0,0.0,,Platinum,464,09-08-2018,CURRENT,Kolkata Main
15644301,Kumar,752.0, Spain,FEMALE,,6,66550.1,1,1.0,0.0,110894.49,0,0.0,2.0,platinum,854,,CURRENT,Chennai South
15635411,Muller,623.0,SPAIN,female,39.0,9,0.0,2,1.0,1.0,95605.53,1,0.0,5.0,diamond,823,11/02/2018,Current,Mumbai Central
15621796,VERMA,809.0,Spain,FEMALE,38.0,10,139400.87,1,,1.0,17540.02,0,1.0,4.0,SILVER,319,04/24/2024,Current,Pune West
15616322,Gupta,576.0,France,MALE,25.0,0,57941.36,4,1.0,1.0,157266.29,0,0.0,5.0,Platinum,9,17-01-2020,savings,Delhi North
15643006,Johnson,625.0,Spain,Female,34.0,0,76055.89,3,0.0,0.0,106221.18,0,0.0,4.0,Silver,496,24-05-2021,savings,Delhi North
15633221,Jones,693.0, France,Female,41.0,4,0.0,4,1.0,1.0,37473.26,0,0.0,4.0,GOLD,48,21/08/2024,Savings,Delhi North
15602727,Kumar,765.0, Spain,FEMALE,45.0,7,90866.15,2,1.0,0.0,,0,0.0,3.0,platinum,470,23/07/2020,CURRENT,Hyderabad Hitech
15603699,Schmidt,732.0, France,MALE,41.0,10,73231.81,4,0.0,1.0,143342.42,0,0.0,5.0,DIAMOND,865,,,Hyderabad Hitech
15645716,smith,467.0,germany,M,41.0,6,33240.18,3,1.0,0.0,49486.14,1,0.0,,gold,301,17-08-2021,Current,Kolkata Main
15619581,Reddy,540.0,France ,FEMALE,37.0,2,56658.35,3,0.0,1.0,14703.2,0,0.0,3.0,DIAMOND,482,05/09/2018,savings,Hyderabad Hitech
15618612,Smith,730.0,Germany ,MALE,49.0,8,12888.51,1,1.0,1.0,151232.84,1,0.0,3.0,Silver,880,02/04/2024,Current ,Hyderabad Hitech
15649743,Fischer,516.0, Spain,FEMALE,42.0,5,53509.01,3,1.0,0.0,42345.23,0,0.0,4.0,Gold,930,23/03/2019,Current ,Jaipur City
15646969,gupta,616.0,GERMANY,FEMALE,38.0,7,87810.6,1,0.0,1.0,118991.1,1,0.0,,platinum,435,11-07-2020,Current,Hyderabad Hitech
15624798,Wagner,590.0,spain,male,44.0,6,50200.38,2,1.0,1.0,,0,0.0,1.0,Silver,280,19/07/2024,Current ,Kolkata Main
15630649,Williams,584.0,FRANCE,F,49.0,7,115992.84,3,1.0,1.0,19798.01,0,0.0,5.0,platinum,897,14/09/2020,Savings,Ahmedabad Branch
15603127,Miller,727.0,Germany,F,45.0,5,143481.56,3,1.0,0.0,,0,0.0,1.0,Silver,148,26/09/2021,CURRENT,Hyderabad Hitech
15602774,Nair,834.0, Germany,Female,37.0,1,69106.08,1,1.0,1.0,140186.42,0,0.0,4.0,Silver,992,13/08/2022,Current ,Delhi North
15608135,williams,635.0, France,F,32.0,4,80904.24,3,,0.0,1418.52,1,0.0,2.0,diamond,919,08/18/2021,,Delhi North
15617520,Davis,,Spain ,male,35.0,5,153170.66,3,0.0,0.0,174792.51,0,0.0,2.0,SILVER,41,23/06/2024,savings,Ahmedabad Branch
15621664,Weber,701.0,SPAIN,male,30.0,1,103312.44,2,1.0,0.0,92991.33,0,0.0,4.0,diamond,830,10-07-2022,Savings,Lucknow Branch
15601642,Gupta,,SPAIN,FEMALE,40.0,0,169636.23,4,1.0,0.0,109439.87,0,,,Gold,75,10/09/2021,Current ,Ahmedabad Branch
15602342,Sharma,616.0,Germany ,F,62.0,5,83105.99,4,0.0,1.0,191247.78,0,,3.0,platinum,899,2018-07-12,savings,Bangalore East
15600069,Fischer,646.0, France,male,70.0,8,28868.21,2,0.0,1.0,170348.43,0,0.0,5.0,Diamond,782,15/09/2022,Current ,Pune West
15630574,Williams,783.0,France ,female,51.0,3,,3,1.0,1.0,64823.33,0,0.0,5.0,GOLD,378,2022-10-17,CURRENT,Delhi North
15614821,JOHNSON,783.0, Spain,Female,18.0,9,105098.63,1,0.0,1.0,103968.08,0,0.0,4.0,SILVER,207,12-03-2023,Savings,Pune West
15636208,Johnson,594.0,France ,MALE,41.0,10,38800.13,3,0.0,0.0,197692.24,0,1.0,4.0,,168,,CURRENT,Lucknow Branch
15648150,Wagner,660.0,FRANCE,FEMALE,37.0,9,0.0,1,0.0,0.0,79491.89,0,0.0,1.0,platinum,44,2024-06-02,CURRENT,Jaipur City
15627524,hoffmann,751.0,france,male,53.0,2,85868.35,2,0.0,1.0,169575.98,1,1.0,3.0,gold,362,23/04/2024,Current,Kolkata Main
15600175,Brown,717.0,France,Female,24.0,7,110121.4,4,0.0,1.0,35825.99,0,1.0,2.0,Silver,519,25/09/2019,Savings,Kolkata Main
15642404,Reddy,710.0, France,male,41.0,8,0.0,4,1.0,0.0,82322.38,0,0.0,3.0,silver,568,07-Oct-2019,CURRENT,Lucknow Branch
15603875,Meyer,796.0,spain,MALE,39.0,8,126560.95,4,1.0,0.0,14501.0,0,0.0,4.0,silver,735,11-Mar-2021,Current ,Ahmedabad Branch
15647434,Wilson,519.0,SPAIN,male,39.0,10,107948.54,2,1.0,0.0,30201.01,0,0.0,2.0,SILVER,674,14-May-2022,Savings,Ahmedabad Branch
15621989,Meyer,562.0,France ,FEMALE,30.0,10,123739.46,2,1.0,1.0,6694.01,0,0.0,,PLATINUM,742,10/26/2024,savings,Pune West
15630178, Iyer  ,621.0,Spain,female,18.0,5,-90041.94,3,1.0,0.0,44193.36,1,0.0,2.0,PLATINUM,233,12/06/2021,CURRENT,Lucknow Branch
15629683,Williams,753.0,FRANCE,F,27.0,5,85952.05,1,1.0,0.0,191628.6,0,0.0,3.0,DIAMOND,419,10-01-2018,CURRENT,Ahmedabad Branch
15611972,Miller,558.0,germany,FEMALE,18.0,9,104162.35,2,1.0,0.0,113723.08,1,0.0,4.0,silver,707,04/17/2024,Savings,Jaipur City
15633073,Muller,566.0,Spain,MALE,50.0,2,144551.81,3,1.0,0.0,93697.46,1,1.0,3.0,Platinum,573,19-Jun-2022,CURRENT,Jaipur City
15640771,Fischer,900.0,Spain,Female,43.0,7,0.0,2,1.0,1.0,174034.16,1,0.0,3.0,Gold,107,07-06-2024,savings,Mumbai Central
15611228,Muller,660.0,FRANCE,male,39.0,7,79658.96,4,0.0,0.0,85307.61,0,0.0,5.0,GOLD,380,,savings,Pune West
15646986,Johnson,552.0, France,MALE,38.0,6,93536.07,2,1.0,1.0,174204.08,0,0.0,4.0,platinum,391,2018-05-02,Current,Pune West
15632922,Becker,752.0,Spain,female,36.0,0,153073.23,3,0.0,1.0,75809.76,0,1.0,3.0,PLATINUM,823,2023-08-18,Savings,Chennai South
15629152,Miller,500.0,spain,MALE,45.0,0,96832.88,2,1.0,0.0,16933.84,0,1.0,3.0,silver,313,2024-08-07,Savings,Ahmedabad Branch
15603622,Weber,656.0,France ,F,36.0,10,18534.59,2,1.0,0.0,129117.48,0,0.0,3.0,gold,629,08/07/2019,Current ,Bangalore East
15625272,Hoffmann,727.0,Germany,FEMALE,53.0,8,125845.67,2,1.0,0.0,79518.66,1,0.0,3.0,SILVER,579,14-Jun-2019,CURRENT,Delhi North
15618517,Garcia,501.0,spain,Male,43.0,7,176985.92,2,1.0,1.0,134115.87,0,0.0,,SILVER,74,20/06/2021,CURRENT,Jaipur City
15626624,Kumar,825.0,SPAIN,FEMALE,62.0,9,83264.47,3,1.0,0.0,145766.28,0,0.0,1.0,SILVER,350,10-07-2021,Current ,Hyderabad Hitech
15633518,Meyer,741.0,France ,Female,18.0,6,115554.99,2,1.0,1.0,5569.68,0,0.0,4.0,Silver,720,18/05/2024,CURRENT,Chennai South
15629518,Miller,681.0,Spain ,male,46.0,10,14508.82,1,0.0,1.0,37019.01,0,,,silver,873,,savings,Hyderabad Hitech
15615967, Gupta  ,779.0,GERMANY,female,33.0,10,0.0,1,1.0,1.0,117718.41,0,0.0,1.0,GOLD,206,,Current ,Lucknow Branch
15626029,Wilson,693.0,France ,Male,32.0,4,,2,,0.0,197608.9,0,0.0,,PLATINUM,947,27/02/2018,savings,Chennai South
15616329,Meyer,632.0,Germany,male,46.0,9,81823.38,1,1.0,1.0,14562.19,0,0.0,3.0,GOLD,978,05/17/2022,Current,Chennai South
15600157,Davis,507.0,spain,female,39.0,2,0.0,1,0.0,0.0,158215.92,0,0.0,4.0,Platinum,370,26/08/2023,savings,Lucknow Branch
15632975,DAVIS,773.0,,Female,162.0,0,0.0,1,1.0,0.0,78395.12,1,0.0,3.0,DIAMOND,784,05-06-2021,Current ,Chennai South
15641375,Wilson,586.0,FRANCE,F,39.0,10,58285.68,4,1.0,0.0,197575.46,0,0.0,3.0,diamond,226,09-11-2019,savings,Hyderabad Hitech
15607506,Kumar,685.0,Germany ,Male,43.0,8,156844.37,2,1.0,,55246.85,0,0.0,5.0,platinum,310,17/11/2018,Current ,Delhi North
15623948,Verma,706.0,France ,Male,35.0,6,-47339.53,1,0.0,1.0,102519.02,0,0.0,5.0,Gold,249,24-Apr-2022,CURRENT,Kolkata Main
15601980,Brown,770.0,france,male,65.0,3,159885.7,4,1.0,1.0,175859.55,0,0.0,2.0,Silver,373,03/03/2021,savings,Bangalore East
15646999,Fischer,671.0,germany,male,21.0,6,13527.97,4,1.0,0.0,21384.91,0,1.0,4.0,PLATINUM,147,25/01/2021,CURRENT,Jaipur City
15612335,Fischer,658.0,Germany,FEMALE,48.0,8,204232.18,1,1.0,,193281.63,0,0.0,4.0,GOLD,719,2021-03-11,Current ,Kolkata Main
15642487,Bauer,544.0, France,Female,41.0,7,141694.63,1,1.0,0.0,110207.37,0,,2.0,SILVER,211,15-07-2018,Savings,Hyderabad Hitech
15638357,Reddy,527.0,Spain ,Female,53.0,9,144365.66,3,1.0,1.0,154748.56,0,0.0,3.0,DIAMOND,547,11/12/2018,Savings,Chennai South
15639173,Moore,678.0,Germany,Male,46.0,9,,1,1.0,0.0,12694.68,0,0.0,3.0,,58,07/08/2024,CURRENT,Ahmedabad Branch
15626262,Sharma,578.0, Spain,Male,64.0,10,179883.28,4,1.0,1.0,163823.67,0,0.0,2.0,silver,197,04-10-2022,CURRENT,Mumbai Central
15617828,Wagner,567.0, Spain,M,23.0,4,93782.96,2,1.0,1.0,93768.57,0,0.0,5.0,Platinum,750,16-05-2018,Current ,Lucknow Branch
15601083,Kumar,620.0,FRANCE,female,21.0,8,0.0,4,0.0,1.0,154864.79,0,0.0,3.0,silver,200,02-Mar-2022,savings,Bangalore East
15617915,Becker,705.0,Spain ,FEMALE,18.0,5,170945.76,4,1.0,0.0,133815.95,0,0.0,1.0,diamond,840,02-04-2024,Current,Bangalore East
15639522, Nair  ,673.0,germany,female,33.0,8,52080.77,2,0.0,0.0,111183.06,0,0.0,2.0,platinum,281,10/17/2022,Current ,Kolkata Main
15649950,Hoffmann,570.0,france,FEMALE,49.0,9,212652.58,3,0.0,0.0,19720.12,1,0.0,3.0,silver,214,13/04/2021,Current,Lucknow Branch
15647735,Fischer,720.0,FRANCE,FEMALE,33.0,5,104085.65,1,1.0,1.0,139719.64,0,0.0,3.0,gold,929,10/20/2024,Savings,Mumbai Central
15607424,Garcia,718.0, Spain,M,20.0,1,138465.57,2,1.0,0.0,,0,1.0,3.0,Diamond,100,06-05-2021,Current,Chennai South
15640838,Wilson,768.0, Spain,Male,32.0,9,-79544.7,1,1.0,1.0,61917.48,0,1.0,5.0,Gold,165,21-Aug-2024,Savings,Hyderabad Hitech
15625787,Johnson,666.0,Germany ,MALE,18.0,10,31741.96,1,1.0,1.0,85200.11,0,0.0,2.0,DIAMOND,789,2019-08-20,savings,Kolkata Main
15615379,Singh,539.0, Spain,Male,22.0,10,146913.92,3,1.0,0.0,167505.49,0,0.0,3.0,GOLD,349,,Current ,Kolkata Main
15618147,Becker,752.0, Spain,Male,40.0,6,85493.52,4,1.0,0.0,196138.68,0,0.0,3.0,silver,871,07-03-2023,Current,Kolkata Main
15627018, Wilson  ,582.0,France,Female,39.0,4,,2,1.0,1.0,172425.02,0,0.0,1.0,gold,469,25/07/2023,Current ,Pune West
15647635,Gupta,657.0,france,male,41.0,1,161233.4,1,0.0,0.0,101465.3,0,0.0,5.0,DIAMOND,956,13-Mar-2022,CURRENT,Pune West
15624418,Hoffmann,598.0,France ,female,23.0,0,117742.51,2,1.0,,29918.22,0,0.0,4.0,Gold,401,,Savings,Pune West
15618751,Brown,507.0,Spain ,FEMALE,39.0,5,,2,1.0,1.0,10751.34,0,1.0,3.0,GOLD,410,12-Oct-2022,CURRENT,Kolkata Main
15640449,Davis,690.0,SPAIN,F,42.0,9,114852.36,4,1.0,0.0,47314.49,0,1.0,3.0,Platinum,200,07/04/2021,Savings,Ahmedabad Branch
15611397,Jones,776.0, Spain,male,30.0,5,194139.91,1,1.0,0.0,181294.31,1,0.0,5.0,diamond,360,09-09-2020,Savings,Pune West
15618412,Johnson,549.0,spain,male,39.0,2,113151.4,1,0.0,1.0,128279.03,0,0.0,2.0,GOLD,461,25/06/2018,savings,Ahmedabad Branch
15602051,Weber,779.0,Germany ,MALE,39.0,1,24345.64,3,0.0,0.0,76245.84,0,0.0,3.0,platinum,856,15-04-2019,savings,Pune West
15632810,Schmidt,755.0,France ,F,42.0,7,54085.84,4,0.0,1.0,32789.48,0,0.0,3.0,SILVER,445,15-08-2018,CURRENT,Hyderabad Hitech
15642708,Hoffmann,623.0, Germany,female,41.0,4,140479.6,2,1.0,0.0,121254.75,0,0.0,3.0,GOLD,246,25/05/2021,Current ,Pune West
15609087, Moore  ,793.0,germany,MALE,18.0,8,90177.28,4,1.0,,51802.44,1,1.0,3.0,platinum,859,08-Feb-2022,Current,Mumbai Central
15611511, Miller  ,526.0,France ,Male,44.0,2,8072.84,3,1.0,1.0,125344.87,1,0.0,5.0,gold,783,12-05-2020,CURRENT,Ahmedabad Branch
15641660,Garcia,633.0,FRANCE,F,45.0,6,91386.66,3,,0.0,151452.52,0,0.0,4.0,Diamond,568,08/09/2019,Current,Jaipur City
15602335,Verma,791.0,Spain,female,53.0,0,33571.7,4,0.0,1.0,156852.32,0,0.0,,Silver,462,20/08/2018,CURRENT,Pune West
15625768, Gupta  ,656.0,france,F,45.0,1,74728.23,2,,1.0,147025.7,0,1.0,4.0,Diamond,373,25-11-2022,CURRENT,Kolkata Main
15612223,Iyer,587.0,france,MALE,52.0,8,52257.36,2,1.0,0.0,170197.57,0,0.0,3.0,Platinum,815,02/04/2019,Current,Lucknow Branch
15618454,Sharma,814.0,Spain,M,39.0,7,0.0,2,0.0,1.0,,0,0.0,4.0,DIAMOND,816,12/02/2019,Current,Kolkata Main
15637128,Nair,662.0,Germany ,F,44.0,9,67256.98,3,1.0,1.0,135243.37,0,1.0,2.0,SILVER,664,,Current,Ahmedabad Branch
15627993,Weber,900.0,Germany ,MALE,57.0,1,98027.34,3,1.0,1.0,170340.92,0,1.0,4.0,GOLD,603,20-Jun-2018,Savings,Chennai South
15605636,Kumar,556.0,,MALE,32.0,2,103142.29,4,1.0,1.0,182677.56,1,0.0,3.0,gold,335,2019-07-15,CURRENT,Lucknow Branch
15629531,SCHMIDT,593.0,France,female,45.0,2,45842.67,2,,0.0,37844.67,0,1.0,3.0,Gold,118,2023-10-01,Current,Bangalore East
15602838,Iyer,890.0,France,MALE,,10,111192.37,2,0.0,0.0,,0,0.0,1.0,Platinum,452,18-05-2023,CURRENT,Delhi North
15636444,Das,622.0,france,Female,31.0,7,86912.53,1,1.0,0.0,48701.29,0,0.0,1.0,platinum,436,,Current ,Chennai South
15617663,Iyer,689.0,Spain ,male,34.0,7,22275.74,4,1.0,0.0,42321.35,0,0.0,4.0,silver,89,13-07-2022,Current,Kolkata Main
15604424, Hoffmann  ,900.0,FRANCE,M,40.0,5,42673.54,4,0.0,0.0,12193.76,1,1.0,4.0,Gold,41,04/13/2019,savings,Mumbai Central
15623160,DAS,738.0, Germany,male,72.0,7,129517.8,4,1.0,1.0,179776.4,0,0.0,4.0,,659,20-Jan-2024,CURRENT,Hyderabad Hitech
15619176,Verma,610.0,,F,48.0,0,0.0,4,1.0,1.0,113623.47,0,0.0,4.0,GOLD,257,11/04/2020,Current ,Mumbai Central
15616461,Fischer,,germany,Male,36.0,10,,4,1.0,0.0,9554.44,0,1.0,5.0,,531,2024-05-04,CURRENT,Chennai South
15625711,Verma,690.0,France,M,42.0,9,0.0,3,1.0,1.0,25738.48,1,0.0,3.0,PLATINUM,78,03/09/2018,Savings,Mumbai Central
15629297,Schmidt,597.0,Germany ,F,,0,97177.81,2,0.0,1.0,72658.42,0,,3.0,SILVER,521,,,Kolkata Main
15615960,Patel,706.0,SPAIN,Female,48.0,5,48934.53,1,1.0,1.0,120129.26,1,0.0,3.0,platinum,105,05/12/2022,savings,Hyderabad Hitech
15625035,Muller,726.0,SPAIN,male,41.0,2,143005.58,1,0.0,,46230.91,0,0.0,5.0,Diamond,729,12-07-2018,Current,Hyderabad Hitech
15609968,Verma,621.0,germany,,35.0,9,44883.6,1,0.0,0.0,2925.62,0,1.0,4.0,Platinum,895,13-11-2020,Savings,Mumbai Central
15601742,Das,646.0,SPAIN,male,,10,147705.42,1,1.0,1.0,59074.97,0,,5.0,GOLD,41,09/08/2023,Current ,Pune West
15640076,Hoffmann,632.0,FRANCE,Female,27.0,1,102218.04,1,1.0,0.0,158890.98,0,,5.0,PLATINUM,239,21/07/2022,savings,Jaipur City
15648759,Bauer,582.0,France,F,47.0,0,123657.3,2,0.0,0.0,36394.54,0,0.0,3.0,platinum,478,2018-10-26,savings,Hyderabad Hitech
15642421,Hoffmann,645.0,GERMANY,Female,38.0,6,2233.88,4,0.0,1.0,111296.61,0,,,SILVER,630,20/10/2020,Current,Delhi North
15612393,Bauer,682.0,FRANCE,F,33.0,7,212401.45,2,1.0,1.0,,0,1.0,3.0,platinum,649,2020-08-17,Current,Mumbai Central
15636666,Brown,643.0, Spain,female,24.0,1,60868.35,2,1.0,1.0,6507.66,0,0.0,,Diamond,473,04/07/2024,Current ,Bangalore East
15628857, Muller  ,545.0,Germany,F,,1,40285.54,3,1.0,1.0,195885.54,0,0.0,3.0,Gold,757,04/04/2024,Current,Jaipur City
15627356,Schmidt,532.0, Spain,Female,57.0,7,26543.12,4,0.0,,,0,1.0,1.0,Platinum,278,12-06-2019,CURRENT,Hyderabad Hitech
15616167,Smith,754.0,SPAIN,M,25.0,1,,3,0.0,1.0,140158.47,0,0.0,,GOLD,378,2024-09-23,CURRENT,Bangalore East
